"","FAC_ELE","victima"
"35928",321,0
"35929",642,0
"35930",366,0
"35931",366,0
"35932",366,0
"35933",642,0
"35934",642,0
"35935",642,0
"35936",1098,0
"35937",963,0
"35938",366,0
"35939",642,0
"35940",366,1
"35941",321,0
"35942",642,0
"35943",1098,0
"35944",321,0
"35945",366,0
"35946",732,0
"35947",642,1
"35948",642,0
"35949",1098,1
"35950",1098,1
"35951",732,0
"35952",732,0
"35953",642,0
"35954",366,1
"35955",642,0
"35956",1284,0
"35957",732,0
"35958",642,0
"35959",642,1
"35960",732,0
"35961",1098,0
"35962",366,0
"35963",1098,0
"35964",978,0
"35965",978,1
"35966",978,0
"35967",489,1
"35968",1957,0
"35969",978,0
"35970",489,0
"35971",978,0
"35972",978,1
"35973",978,1
"35974",1957,0
"35975",489,0
"35976",978,0
"35977",978,1
"35978",489,0
"35979",1613,0
"35980",3226,0
"35981",1210,0
"35982",807,0
"35983",2016,1
"35984",807,0
"35985",2016,0
"35986",807,0
"35987",807,0
"35988",2016,0
"35989",2016,0
"35990",1613,0
"35991",1613,0
"35992",1210,0
"35993",403,0
"35994",807,1
"35995",357,0
"35996",635,0
"35997",714,0
"35998",714,0
"35999",357,0
"36000",357,1
"36001",714,0
"36002",357,0
"36003",1071,0
"36004",714,1
"36005",635,0
"36006",714,0
"36007",714,0
"36008",952,0
"36009",1071,0
"36010",714,0
"36011",635,0
"36012",357,0
"36013",635,0
"36014",357,0
"36015",952,0
"36016",317,0
"36017",714,0
"36018",714,0
"36019",1586,0
"36020",952,0
"36021",1429,0
"36022",952,0
"36023",635,0
"36024",1904,0
"36025",635,0
"36026",635,0
"36027",723,0
"36028",1084,0
"36029",723,1
"36030",511,0
"36031",723,0
"36032",1021,0
"36033",1021,0
"36034",3575,0
"36035",4086,0
"36036",361,0
"36037",723,0
"36038",723,1
"36039",1021,0
"36040",1532,0
"36041",1021,0
"36042",2043,0
"36043",1021,0
"36044",2043,0
"36045",1021,1
"36046",723,1
"36047",2043,0
"36048",511,0
"36049",1021,0
"36050",1532,0
"36051",1021,0
"36052",1084,0
"36053",723,0
"36054",361,1
"36055",723,0
"36056",1445,0
"36057",723,0
"36058",1445,0
"36059",723,0
"36060",1084,0
"36061",1807,0
"36062",1084,1
"36063",1134,1
"36064",756,0
"36065",756,0
"36066",1134,0
"36067",756,0
"36068",756,0
"36069",756,0
"36070",1512,0
"36071",1134,0
"36072",756,0
"36073",756,0
"36074",378,0
"36075",756,1
"36076",756,0
"36077",756,0
"36078",1566,0
"36079",783,0
"36080",783,0
"36081",783,0
"36082",1175,0
"36083",783,0
"36084",1958,0
"36085",1566,1
"36086",783,0
"36087",783,0
"36088",392,1
"36089",783,0
"36090",1175,0
"36091",783,0
"36092",392,0
"36093",783,0
"36094",1175,0
"36095",1566,0
"36096",869,0
"36097",869,0
"36098",2606,0
"36099",869,0
"36100",869,0
"36101",1303,0
"36102",869,0
"36103",869,0
"36104",434,0
"36105",869,0
"36106",434,0
"36107",1303,0
"36108",869,0
"36109",1303,0
"36110",869,0
"36111",869,0
"36112",869,0
"36113",1303,0
"36114",815,0
"36115",815,1
"36116",815,0
"36117",1223,1
"36118",815,0
"36119",815,0
"36120",815,0
"36121",408,0
"36122",408,1
"36123",815,0
"36124",815,0
"36125",1631,0
"36126",408,0
"36127",408,0
"36128",815,0
"36129",815,0
"36130",815,0
"36131",815,0
"36132",815,0
"36133",775,0
"36134",388,0
"36135",775,0
"36136",775,1
"36137",775,0
"36138",1163,0
"36139",388,0
"36140",2326,0
"36141",775,1
"36142",388,0
"36143",388,0
"36144",1938,0
"36145",775,0
"36146",1163,1
"36147",388,0
"36148",775,0
"36149",1163,0
"36150",775,0
"36151",1163,0
"36152",1938,0
"36153",1163,0
"36154",1163,0
"36155",693,0
"36156",693,0
"36157",693,0
"36158",693,0
"36159",693,0
"36160",693,0
"36161",693,0
"36162",2426,0
"36163",693,0
"36164",347,0
"36165",693,0
"36166",347,0
"36167",1040,0
"36168",356,0
"36169",1778,0
"36170",711,0
"36171",1423,0
"36172",711,0
"36173",356,1
"36174",711,1
"36175",1067,0
"36176",711,0
"36177",711,0
"36178",1277,0
"36179",852,0
"36180",426,0
"36181",852,0
"36182",1277,0
"36183",426,0
"36184",852,0
"36185",852,0
"36186",426,0
"36187",426,0
"36188",852,0
"36189",426,0
"36190",1703,0
"36191",1277,0
"36192",852,0
"36193",1760,0
"36194",1173,0
"36195",1173,1
"36196",1173,0
"36197",1173,1
"36198",2346,0
"36199",2346,0
"36200",1760,0
"36201",587,0
"36202",1173,0
"36203",1760,1
"36204",1760,0
"36205",587,0
"36206",1173,0
"36207",1173,1
"36208",2346,0
"36209",1173,0
"36210",587,0
"36211",587,0
"36212",517,0
"36213",258,0
"36214",1292,0
"36215",517,1
"36216",775,1
"36217",1974,0
"36218",658,0
"36219",658,0
"36220",1316,0
"36221",658,0
"36222",2632,0
"36223",1473,1
"36224",589,0
"36225",295,0
"36226",295,1
"36227",1233,1
"36228",822,0
"36229",1233,0
"36230",411,1
"36231",721,0
"36232",1442,1
"36233",1082,0
"36234",1442,1
"36235",1656,0
"36236",662,0
"36237",2318,0
"36238",662,0
"36239",662,0
"36240",1010,0
"36241",674,0
"36242",674,0
"36243",1067,0
"36244",356,0
"36245",356,0
"36246",356,0
"36247",821,1
"36248",411,1
"36249",411,0
"36250",586,0
"36251",1464,1
"36252",586,0
"36253",1985,0
"36254",1191,0
"36255",397,1
"36256",1191,0
"36257",1100,0
"36258",367,1
"36259",733,0
"36260",733,0
"36261",733,0
"36262",421,0
"36263",421,0
"36264",1262,1
"36265",1262,0
"36266",841,0
"36267",763,1
"36268",1145,0
"36269",763,0
"36270",763,0
"36271",1293,0
"36272",431,0
"36273",431,1
"36274",565,1
"36275",1129,1
"36276",565,1
"36277",282,1
"36278",628,0
"36279",628,0
"36280",942,1
"36281",628,1
"36282",639,0
"36283",1599,0
"36284",639,0
"36285",959,0
"36286",320,0
"36287",830,0
"36288",415,1
"36289",415,0
"36290",830,1
"36291",1245,0
"36292",316,0
"36293",316,0
"36294",316,0
"36295",316,1
"36296",1582,1
"36297",1170,1
"36298",1170,0
"36299",585,0
"36300",292,0
"36301",1637,0
"36302",327,0
"36303",982,0
"36304",1309,1
"36305",982,0
"36306",858,0
"36307",1144,0
"36308",858,1
"36309",307,0
"36310",614,0
"36311",307,0
"36312",1534,0
"36313",1534,1
"36314",1437,0
"36315",359,0
"36316",1078,1
"36317",1078,0
"36318",719,1
"36319",1436,0
"36320",359,0
"36321",359,0
"36322",2154,0
"36323",359,0
"36324",589,0
"36325",883,0
"36326",589,0
"36327",1178,0
"36328",1193,0
"36329",596,0
"36330",895,0
"36331",1491,0
"36332",1134,0
"36333",756,0
"36334",1513,0
"36335",1134,0
"36336",255,0
"36337",511,0
"36338",511,0
"36339",1022,1
"36340",511,0
"36341",714,1
"36342",1071,0
"36343",357,0
"36344",1071,0
"36345",714,0
"36346",958,0
"36347",958,1
"36348",958,0
"36349",639,0
"36350",639,0
"36351",585,0
"36352",878,0
"36353",878,0
"36354",1171,0
"36355",1463,0
"36356",1190,1
"36357",793,0
"36358",1586,0
"36359",793,0
"36360",1758,0
"36361",703,0
"36362",1055,0
"36363",703,0
"36364",352,0
"36365",246,0
"36366",738,1
"36367",492,0
"36368",738,1
"36369",1791,0
"36370",597,0
"36371",299,0
"36372",597,1
"36373",1080,0
"36374",360,1
"36375",360,0
"36376",904,0
"36377",1809,0
"36378",452,0
"36379",1357,1
"36380",2713,1
"36381",1161,1
"36382",290,0
"36383",871,1
"36384",1161,0
"36385",915,1
"36386",915,0
"36387",458,1
"36388",1037,0
"36389",691,0
"36390",2074,0
"36391",691,0
"36392",1264,0
"36393",1264,0
"36394",843,1
"36395",843,1
"36396",300,0
"36397",601,0
"36398",1202,1
"36399",601,0
"36400",358,0
"36401",716,1
"36402",716,0
"36403",2506,0
"36404",682,0
"36405",1363,0
"36406",341,0
"36407",1671,1
"36408",418,0
"36409",418,0
"36410",835,1
"36411",835,0
"36412",294,0
"36413",589,0
"36414",589,0
"36415",1672,0
"36416",3344,0
"36417",3344,0
"36418",836,0
"36419",1672,0
"36420",1061,0
"36421",531,0
"36422",1061,0
"36423",796,0
"36424",1487,1
"36425",496,0
"36426",992,1
"36427",992,1
"36428",1983,1
"36429",1487,1
"36430",744,0
"36431",1115,0
"36432",372,0
"36433",744,1
"36434",367,1
"36435",734,1
"36436",367,0
"36437",367,0
"36438",734,1
"36439",2464,0
"36440",986,1
"36441",986,1
"36442",986,1
"36443",710,1
"36444",710,0
"36445",1064,0
"36446",1064,0
"36447",1064,0
"36448",1795,0
"36449",898,0
"36450",898,0
"36451",672,1
"36452",672,1
"36453",336,0
"36454",1343,0
"36455",530,1
"36456",795,0
"36457",530,1
"36458",530,0
"36459",795,1
"36460",1327,0
"36461",1327,1
"36462",796,1
"36463",531,1
"36464",265,0
"36465",2203,1
"36466",2203,0
"36467",1652,0
"36468",1102,0
"36469",722,0
"36470",963,0
"36471",241,0
"36472",307,0
"36473",307,0
"36474",1533,0
"36475",1227,1
"36476",277,1
"36477",277,0
"36478",831,0
"36479",277,1
"36480",554,0
"36481",436,0
"36482",871,0
"36483",618,0
"36484",206,0
"36485",499,0
"36486",749,0
"36487",1498,0
"36488",1997,1
"36489",499,0
"36490",271,0
"36491",218,0
"36492",436,0
"36493",653,0
"36494",412,0
"36495",824,0
"36496",1012,0
"36497",506,0
"36498",506,1
"36499",1721,0
"36500",689,0
"36501",1033,1
"36502",344,0
"36503",689,1
"36504",1085,0
"36505",1085,0
"36506",271,0
"36507",271,0
"36508",506,0
"36509",904,0
"36510",602,0
"36511",602,0
"36512",602,0
"36513",904,1
"36514",932,0
"36515",466,1
"36516",1864,0
"36517",1398,0
"36518",1864,0
"36519",859,0
"36520",430,1
"36521",645,0
"36522",430,1
"36523",215,1
"36524",865,0
"36525",1730,0
"36526",577,1
"36527",487,0
"36528",2920,0
"36529",973,0
"36530",1460,0
"36531",530,0
"36532",1059,1
"36533",794,0
"36534",794,0
"36535",794,0
"36536",1331,1
"36537",1331,1
"36538",665,0
"36539",333,0
"36540",1331,0
"36541",793,0
"36542",595,0
"36543",793,0
"36544",744,0
"36545",1116,0
"36546",1488,0
"36547",372,0
"36548",744,0
"36549",615,0
"36550",615,0
"36551",923,0
"36552",615,0
"36553",680,0
"36554",1020,0
"36555",1020,0
"36556",2040,0
"36557",541,0
"36558",1082,0
"36559",812,0
"36560",271,0
"36561",897,0
"36562",1345,1
"36563",448,0
"36564",448,0
"36565",587,0
"36566",587,0
"36567",293,0
"36568",293,1
"36569",416,0
"36570",416,0
"36571",624,0
"36572",208,0
"36573",416,0
"36574",659,0
"36575",1318,0
"36576",659,0
"36577",659,0
"36578",506,0
"36579",253,0
"36580",506,0
"36581",1481,0
"36582",1481,0
"36583",494,0
"36584",595,0
"36585",606,0
"36586",303,0
"36587",909,0
"36588",1538,0
"36589",2468,0
"36590",494,0
"36591",987,0
"36592",987,0
"36593",1481,0
"36594",987,0
"36595",1247,0
"36596",832,0
"36597",832,0
"36598",1247,0
"36599",832,0
"36600",832,0
"36601",832,0
"36602",832,0
"36603",832,0
"36604",832,0
"36605",832,0
"36606",1247,0
"36607",832,1
"36608",832,0
"36609",832,0
"36610",1663,0
"36611",1663,1
"36612",832,0
"36613",832,0
"36614",832,0
"36615",794,0
"36616",530,0
"36617",530,0
"36618",530,0
"36619",794,0
"36620",530,0
"36621",1059,0
"36622",530,0
"36623",530,0
"36624",530,0
"36625",1059,0
"36626",530,0
"36627",530,0
"36628",265,0
"36629",530,0
"36630",794,0
"36631",530,0
"36632",530,1
"36633",784,0
"36634",392,0
"36635",392,0
"36636",784,0
"36637",392,0
"36638",1569,1
"36639",1961,0
"36640",1961,0
"36641",1177,0
"36642",1177,0
"36643",1177,0
"36644",784,0
"36645",784,0
"36646",494,0
"36647",987,0
"36648",494,0
"36649",494,0
"36650",784,1
"36651",1177,1
"36652",1975,0
"36653",784,0
"36654",1975,0
"36655",1177,0
"36656",494,0
"36657",987,0
"36658",755,1
"36659",499,0
"36660",503,0
"36661",1258,0
"36662",1114,0
"36663",503,0
"36664",503,0
"36665",1006,0
"36666",503,0
"36667",743,0
"36668",743,0
"36669",503,0
"36670",743,0
"36671",743,0
"36672",743,0
"36673",743,0
"36674",1485,0
"36675",1114,0
"36676",371,0
"36677",743,0
"36678",743,1
"36679",1746,0
"36680",748,0
"36681",503,0
"36682",503,0
"36683",503,1
"36684",755,0
"36685",503,0
"36686",252,0
"36687",503,0
"36688",1006,0
"36689",503,0
"36690",503,0
"36691",1258,0
"36692",755,0
"36693",499,0
"36694",249,0
"36695",249,1
"36696",748,0
"36697",499,1
"36698",1114,0
"36699",249,1
"36700",1247,0
"36701",499,0
"36702",998,0
"36703",499,0
"36704",499,1
"36705",748,1
"36706",499,0
"36707",499,1
"36708",371,0
"36709",371,0
"36710",743,0
"36711",748,1
"36712",743,0
"36713",499,0
"36714",499,0
"36715",748,1
"36716",266,0
"36717",532,0
"36718",1064,0
"36719",798,0
"36720",1062,0
"36721",532,0
"36722",532,1
"36723",798,0
"36724",1064,1
"36725",1064,0
"36726",532,1
"36727",266,1
"36728",266,0
"36729",798,0
"36730",798,0
"36731",532,0
"36732",1416,1
"36733",708,1
"36734",266,0
"36735",1064,0
"36736",532,0
"36737",354,0
"36738",1062,0
"36739",266,1
"36740",1064,1
"36741",708,0
"36742",708,0
"36743",708,1
"36744",2124,1
"36745",1770,0
"36746",708,1
"36747",708,0
"36748",1062,0
"36749",1416,0
"36750",708,0
"36751",1062,0
"36752",708,0
"36753",1416,0
"36754",572,0
"36755",1074,0
"36756",314,0
"36757",572,0
"36758",716,0
"36759",1432,0
"36760",516,0
"36761",858,0
"36762",572,1
"36763",1291,0
"36764",1210,0
"36765",629,0
"36766",314,0
"36767",1614,1
"36768",943,0
"36769",1978,0
"36770",791,0
"36771",791,0
"36772",572,0
"36773",1583,0
"36774",516,0
"36775",807,0
"36776",943,0
"36777",807,0
"36778",1033,0
"36779",1583,0
"36780",258,0
"36781",623,0
"36782",465,0
"36783",934,0
"36784",308,0
"36785",1246,1
"36786",924,0
"36787",308,0
"36788",1557,1
"36789",616,0
"36790",308,0
"36791",623,0
"36792",924,0
"36793",616,0
"36794",308,0
"36795",820,0
"36796",1640,0
"36797",211,1
"36798",820,0
"36799",600,0
"36800",1199,0
"36801",600,0
"36802",600,0
"36803",1799,0
"36804",616,1
"36805",308,1
"36806",1199,0
"36807",900,1
"36808",600,1
"36809",600,0
"36810",600,0
"36811",808,0
"36812",808,0
"36813",1212,1
"36814",808,0
"36815",1212,0
"36816",808,0
"36817",1616,0
"36818",721,0
"36819",721,0
"36820",623,0
"36821",1246,0
"36822",1557,0
"36823",311,0
"36824",623,0
"36825",421,0
"36826",211,0
"36827",211,0
"36828",632,0
"36829",421,0
"36830",842,0
"36831",421,0
"36832",421,0
"36833",421,0
"36834",842,0
"36835",421,0
"36836",842,1
"36837",421,0
"36838",421,1
"36839",808,1
"36840",808,1
"36841",1212,0
"36842",808,1
"36843",1212,0
"36844",808,0
"36845",808,0
"36846",1212,0
"36847",404,0
"36848",404,1
"36849",1616,0
"36850",808,0
"36851",653,0
"36852",653,0
"36853",435,0
"36854",435,0
"36855",871,0
"36856",435,1
"36857",653,0
"36858",1088,0
"36859",218,0
"36860",218,0
"36861",653,0
"36862",435,0
"36863",871,0
"36864",435,0
"36865",934,0
"36866",1557,0
"36867",623,0
"36868",600,1
"36869",600,0
"36870",900,0
"36871",900,0
"36872",1499,0
"36873",900,0
"36874",900,0
"36875",622,0
"36876",622,0
"36877",622,0
"36878",622,0
"36879",622,0
"36880",312,0
"36881",936,0
"36882",1481,0
"36883",889,0
"36884",889,0
"36885",1199,0
"36886",1230,0
"36887",410,0
"36888",820,1
"36889",820,0
"36890",1640,0
"36891",820,0
"36892",820,0
"36893",820,0
"36894",820,1
"36895",820,0
"36896",820,0
"36897",1640,0
"36898",820,0
"36899",1640,0
"36900",410,0
"36901",410,1
"36902",1185,0
"36903",933,0
"36904",1243,0
"36905",1243,0
"36906",933,0
"36907",933,0
"36908",1865,0
"36909",622,0
"36910",1243,0
"36911",1554,0
"36912",622,0
"36913",622,0
"36914",311,0
"36915",1580,0
"36916",790,0
"36917",1580,0
"36918",395,0
"36919",790,0
"36920",790,0
"36921",790,0
"36922",624,0
"36923",1560,0
"36924",624,0
"36925",1560,0
"36926",624,0
"36927",624,0
"36928",624,0
"36929",936,0
"36930",624,0
"36931",936,0
"36932",936,0
"36933",936,0
"36934",624,0
"36935",624,0
"36936",1248,0
"36937",312,0
"36938",624,0
"36939",1560,0
"36940",624,0
"36941",729,1
"36942",729,0
"36943",729,0
"36944",729,0
"36945",3281,0
"36946",1458,0
"36947",729,0
"36948",365,0
"36949",623,0
"36950",623,0
"36951",1580,0
"36952",395,0
"36953",790,0
"36954",395,0
"36955",1082,0
"36956",2163,0
"36957",308,1
"36958",1232,0
"36959",308,0
"36960",1232,0
"36961",308,0
"36962",1185,0
"36963",790,0
"36964",790,0
"36965",1185,0
"36966",1975,0
"36967",1580,0
"36968",1580,0
"36969",790,0
"36970",435,0
"36971",435,0
"36972",1228,0
"36973",1228,0
"36974",921,0
"36975",614,0
"36976",921,0
"36977",1305,0
"36978",870,0
"36979",1481,0
"36980",296,0
"36981",889,0
"36982",2370,0
"36983",986,0
"36984",657,0
"36985",657,0
"36986",1315,0
"36987",218,0
"36988",900,0
"36989",600,0
"36990",721,0
"36991",361,1
"36992",721,1
"36993",1442,1
"36994",1442,0
"36995",729,0
"36996",3281,0
"36997",721,0
"36998",3606,1
"36999",721,0
"37000",721,1
"37001",1740,0
"37002",308,0
"37003",616,0
"37004",616,0
"37005",698,0
"37006",1185,0
"37007",1777,0
"37008",889,0
"37009",1777,0
"37010",592,0
"37011",592,0
"37012",592,0
"37013",889,0
"37014",889,0
"37015",1185,0
"37016",1185,0
"37017",592,0
"37018",296,1
"37019",657,1
"37020",657,0
"37021",329,0
"37022",329,0
"37023",721,0
"37024",721,0
"37025",361,0
"37026",1803,0
"37027",1644,0
"37028",361,0
"37029",1442,1
"37030",1305,0
"37031",1740,0
"37032",365,0
"37033",1458,0
"37034",1823,0
"37035",1163,0
"37036",465,0
"37037",1094,0
"37038",1094,0
"37039",1094,1
"37040",729,1
"37041",729,0
"37042",435,0
"37043",233,0
"37044",1305,0
"37045",870,0
"37046",465,0
"37047",698,0
"37048",870,0
"37049",1305,0
"37050",465,0
"37051",465,0
"37052",465,0
"37053",465,0
"37054",465,0
"37055",465,0
"37056",614,0
"37057",1228,0
"37058",986,0
"37059",614,0
"37060",870,0
"37061",921,0
"37062",921,0
"37063",986,0
"37064",2175,0
"37065",1305,0
"37066",1305,1
"37067",1082,0
"37068",1305,0
"37069",1740,0
"37070",870,0
"37071",307,0
"37072",1305,0
"37073",986,0
"37074",657,0
"37075",657,1
"37076",870,0
"37077",657,0
"37078",657,0
"37079",657,0
"37080",986,0
"37081",329,0
"37082",1228,0
"37083",614,0
"37084",614,0
"37085",2301,0
"37086",614,0
"37087",921,0
"37088",1228,0
"37089",986,0
"37090",1228,0
"37091",549,0
"37092",549,1
"37093",824,0
"37094",549,0
"37095",549,0
"37096",349,0
"37097",824,0
"37098",549,0
"37099",699,0
"37100",275,0
"37101",275,0
"37102",1048,0
"37103",549,1
"37104",549,0
"37105",824,0
"37106",699,0
"37107",699,0
"37108",549,0
"37109",1048,0
"37110",349,0
"37111",699,0
"37112",824,0
"37113",1048,0
"37114",349,0
"37115",1747,0
"37116",349,0
"37117",1048,0
"37118",824,0
"37119",1048,0
"37120",1398,0
"37121",1398,0
"37122",1048,0
"37123",699,0
"37124",549,0
"37125",549,0
"37126",1048,0
"37127",1320,0
"37128",330,0
"37129",660,0
"37130",1320,0
"37131",1320,0
"37132",632,0
"37133",990,0
"37134",473,0
"37135",1184,0
"37136",710,1
"37137",1161,1
"37138",1031,0
"37139",206,1
"37140",1581,0
"37141",946,0
"37142",237,1
"37143",660,0
"37144",946,1
"37145",1320,1
"37146",991,0
"37147",330,0
"37148",330,1
"37149",632,0
"37150",1320,0
"37151",994,1
"37152",994,1
"37153",1235,0
"37154",1235,1
"37155",1269,0
"37156",458,0
"37157",237,0
"37158",330,1
"37159",843,0
"37160",580,1
"37161",661,0
"37162",330,0
"37163",632,0
"37164",1552,1
"37165",310,1
"37166",310,1
"37167",330,1
"37168",617,1
"37169",2470,0
"37170",843,0
"37171",458,0
"37172",686,0
"37173",458,1
"37174",458,1
"37175",1265,1
"37176",366,0
"37177",619,0
"37178",485,1
"37179",542,0
"37180",1084,1
"37181",1625,0
"37182",1124,1
"37183",773,1
"37184",562,0
"37185",562,0
"37186",746,1
"37187",994,0
"37188",366,0
"37189",1451,0
"37190",580,0
"37191",1463,0
"37192",731,0
"37193",982,0
"37194",310,0
"37195",386,0
"37196",1168,0
"37197",386,0
"37198",1294,0
"37199",1294,0
"37200",1294,0
"37201",871,0
"37202",1726,1
"37203",412,0
"37204",206,0
"37205",1677,1
"37206",1253,0
"37207",2089,0
"37208",1253,0
"37209",1473,0
"37210",584,1
"37211",584,0
"37212",876,1
"37213",1269,0
"37214",1904,1
"37215",746,0
"37216",497,0
"37217",994,0
"37218",485,0
"37219",970,0
"37220",419,0
"37221",982,1
"37222",660,1
"37223",990,1
"37224",330,0
"37225",330,0
"37226",243,0
"37227",660,1
"37228",431,0
"37229",485,0
"37230",836,0
"37231",419,1
"37232",838,0
"37233",1241,0
"37234",346,1
"37235",691,1
"37236",584,1
"37237",691,0
"37238",635,1
"37239",497,0
"37240",1609,0
"37241",660,0
"37242",1073,1
"37243",1473,1
"37244",1473,1
"37245",691,0
"37246",1320,0
"37247",1383,0
"37248",838,1
"37249",3218,0
"37250",536,0
"37251",1073,0
"37252",654,0
"37253",1309,0
"37254",982,0
"37255",231,0
"37256",982,0
"37257",1388,0
"37258",1720,1
"37259",1290,0
"37260",1290,0
"37261",1388,0
"37262",430,1
"37263",463,0
"37264",328,1
"37265",1310,1
"37266",1312,0
"37267",656,0
"37268",656,0
"37269",656,0
"37270",328,1
"37271",656,0
"37272",1312,0
"37273",655,0
"37274",984,0
"37275",656,0
"37276",984,0
"37277",655,0
"37278",328,0
"37279",328,1
"37280",328,0
"37281",984,0
"37282",656,0
"37283",655,1
"37284",983,0
"37285",328,0
"37286",983,0
"37287",984,0
"37288",1310,0
"37289",656,0
"37290",1638,0
"37291",655,0
"37292",983,0
"37293",1312,1
"37294",656,0
"37295",1310,1
"37296",1310,0
"37297",656,0
"37298",983,0
"37299",328,0
"37300",909,0
"37301",901,1
"37302",1817,0
"37303",909,0
"37304",1748,0
"37305",2272,0
"37306",1363,0
"37307",300,0
"37308",909,0
"37309",350,0
"37310",1049,0
"37311",454,1
"37312",1049,1
"37313",909,0
"37314",901,0
"37315",1363,0
"37316",1748,1
"37317",601,0
"37318",699,1
"37319",601,1
"37320",909,0
"37321",699,0
"37322",909,1
"37323",909,0
"37324",909,0
"37325",601,0
"37326",1202,0
"37327",630,0
"37328",1261,0
"37329",601,0
"37330",300,0
"37331",300,0
"37332",670,0
"37333",601,1
"37334",1817,0
"37335",601,1
"37336",1363,0
"37337",350,0
"37338",901,0
"37339",829,0
"37340",829,1
"37341",1106,0
"37342",553,1
"37343",553,0
"37344",829,0
"37345",829,0
"37346",699,1
"37347",901,0
"37348",699,0
"37349",1502,0
"37350",1202,0
"37351",1363,0
"37352",909,0
"37353",1363,0
"37354",822,0
"37355",1005,1
"37356",1005,0
"37357",1005,0
"37358",335,1
"37359",680,1
"37360",680,0
"37361",1021,0
"37362",1363,0
"37363",1005,0
"37364",670,0
"37365",670,0
"37366",601,0
"37367",1005,0
"37368",335,0
"37369",1891,0
"37370",630,1
"37371",276,0
"37372",829,0
"37373",553,0
"37374",829,0
"37375",670,1
"37376",350,0
"37377",1398,1
"37378",699,1
"37379",699,0
"37380",350,0
"37381",630,0
"37382",630,0
"37383",630,1
"37384",340,1
"37385",680,0
"37386",1701,1
"37387",680,0
"37388",680,0
"37389",1021,0
"37390",680,0
"37391",411,0
"37392",901,0
"37393",822,0
"37394",680,0
"37395",340,0
"37396",1361,0
"37397",1361,1
"37398",1361,0
"37399",630,0
"37400",630,0
"37401",670,0
"37402",829,0
"37403",829,1
"37404",276,1
"37405",276,0
"37406",1675,1
"37407",315,0
"37408",632,1
"37409",335,0
"37410",670,0
"37411",1005,1
"37412",948,0
"37413",632,0
"37414",630,1
"37415",1233,0
"37416",822,0
"37417",1233,0
"37418",1021,1
"37419",1106,1
"37420",680,0
"37421",1261,0
"37422",632,0
"37423",632,1
"37424",948,1
"37425",1233,0
"37426",1643,0
"37427",948,0
"37428",1005,1
"37429",1891,0
"37430",1643,0
"37431",1049,1
"37432",1361,0
"37433",1233,1
"37434",822,1
"37435",1264,1
"37436",1643,0
"37437",411,0
"37438",316,0
"37439",632,0
"37440",670,0
"37441",822,0
"37442",948,0
"37443",315,1
"37444",316,0
"37445",699,0
"37446",411,1
"37447",822,0
"37448",632,1
"37449",1233,0
"37450",632,1
"37451",822,0
"37452",670,0
"37453",1576,0
"37454",948,0
"37455",1576,0
"37456",1264,0
"37457",948,1
"37458",822,0
"37459",948,1
"37460",632,0
"37461",945,0
"37462",1182,0
"37463",1182,0
"37464",1182,0
"37465",2364,0
"37466",2364,0
"37467",670,1
"37468",1182,1
"37469",591,0
"37470",711,0
"37471",670,1
"37472",1005,1
"37473",591,0
"37474",1005,0
"37475",1182,0
"37476",1341,0
"37477",1341,0
"37478",711,0
"37479",1067,0
"37480",711,0
"37481",1422,0
"37482",1182,0
"37483",1005,0
"37484",670,0
"37485",670,0
"37486",1005,0
"37487",670,0
"37488",356,0
"37489",711,0
"37490",1067,0
"37491",1773,0
"37492",1067,0
"37493",711,0
"37494",711,0
"37495",1778,0
"37496",1182,1
"37497",711,1
"37498",335,0
"37499",1341,0
"37500",1182,0
"37501",1182,1
"37502",711,0
"37503",335,0
"37504",1005,0
"37505",670,1
"37506",711,0
"37507",1182,0
"37508",1375,0
"37509",687,0
"37510",1716,0
"37511",1031,0
"37512",687,0
"37513",344,0
"37514",1718,0
"37515",1718,0
"37516",344,0
"37517",1029,0
"37518",1029,0
"37519",343,0
"37520",344,0
"37521",687,0
"37522",1031,0
"37523",686,0
"37524",686,0
"37525",687,1
"37526",1375,0
"37527",1375,0
"37528",343,0
"37529",2059,0
"37530",1373,0
"37531",343,0
"37532",686,1
"37533",686,0
"37534",1716,0
"37535",343,0
"37536",686,0
"37537",1718,0
"37538",722,0
"37539",722,0
"37540",361,0
"37541",722,0
"37542",722,0
"37543",722,0
"37544",722,0
"37545",1083,0
"37546",361,0
"37547",722,0
"37548",361,0
"37549",722,0
"37550",1443,0
"37551",361,0
"37552",1443,1
"37553",1083,0
"37554",1083,1
"37555",1443,0
"37556",1083,0
"37557",722,0
"37558",722,0
"37559",1059,0
"37560",706,0
"37561",1059,0
"37562",1059,0
"37563",1064,0
"37564",1064,0
"37565",2119,0
"37566",706,0
"37567",1064,0
"37568",1059,1
"37569",1064,0
"37570",706,1
"37571",710,0
"37572",706,0
"37573",355,0
"37574",353,0
"37575",710,0
"37576",1064,0
"37577",710,1
"37578",710,0
"37579",706,0
"37580",1059,0
"37581",706,0
"37582",706,1
"37583",706,0
"37584",710,0
"37585",710,0
"37586",710,0
"37587",355,0
"37588",1774,0
"37589",1419,0
"37590",1412,1
"37591",710,0
"37592",1064,0
"37593",710,0
"37594",798,1
"37595",399,0
"37596",399,0
"37597",798,0
"37598",798,0
"37599",1196,0
"37600",1994,0
"37601",798,0
"37602",798,1
"37603",1196,0
"37604",798,1
"37605",798,1
"37606",798,1
"37607",1196,1
