"","FAC_ELE","victima"
"3750",783,1
"3751",1348,0
"3752",899,1
"3753",899,1
"3754",449,0
"3755",899,0
"3756",806,0
"3757",806,1
"3758",806,0
"3759",806,0
"3760",403,0
"3761",1180,0
"3762",787,1
"3763",393,1
"3764",2218,1
"3765",1478,1
"3766",2218,0
"3767",2218,1
"3768",1478,1
"3769",852,0
"3770",852,1
"3771",426,0
"3772",852,0
"3773",852,1
"3774",263,0
"3775",263,0
"3776",263,0
"3777",271,0
"3778",542,0
"3779",271,0
"3780",1354,0
"3781",1084,0
"3782",544,0
"3783",544,0
"3784",544,0
"3785",544,0
"3786",544,0
"3787",823,0
"3788",411,0
"3789",1646,0
"3790",1646,0
"3791",2057,0
"3792",447,0
"3793",447,1
"3794",447,1
"3795",894,1
"3796",824,0
"3797",824,0
"3798",1649,0
"3799",647,0
"3800",324,1
"3801",647,1
"3802",647,0
"3803",1277,0
"3804",1277,1
"3805",852,1
"3806",852,1
"3807",1277,0
"3808",426,0
"3809",426,0
"3810",213,0
"3811",639,0
"3812",1607,0
"3813",2411,0
"3814",1607,0
"3815",1607,0
"3816",804,0
"3817",810,0
"3818",810,0
"3819",405,0
"3820",1010,0
"3821",673,0
"3822",673,0
"3823",673,0
"3824",1010,0
"3825",1288,0
"3826",429,1
"3827",1288,0
"3828",1717,0
"3829",858,1
"3830",1518,0
"3831",1139,0
"3832",759,0
"3833",759,0
"3834",372,1
"3835",744,1
"3836",744,0
"3837",372,0
"3838",744,0
"3839",1448,1
"3840",2895,0
"3841",1448,0
"3842",1448,0
"3843",724,0
"3844",1055,1
"3845",1055,1
"3846",2639,0
"3847",2111,1
"3848",1055,0
"3849",359,0
"3850",718,0
"3851",1077,0
"3852",1077,0
"3853",718,0
"3854",783,0
"3855",1175,0
"3856",783,0
"3857",783,0
"3858",1060,0
"3859",1060,0
"3860",707,0
"3861",353,0
"3862",1929,0
"3863",772,0
"3864",772,1
"3865",924,0
"3866",512,0
"3867",1024,1
"3868",512,0
"3869",512,0
"3870",2439,0
"3871",488,1
"3872",488,0
"3873",976,1
"3874",976,0
"3875",488,0
"3876",488,0
"3877",488,0
"3878",1952,0
"3879",976,0
"3880",1464,1
"3881",1464,0
"3882",976,0
"3883",2439,0
"3884",1952,0
"3885",1952,0
"3886",2439,1
"3887",1464,1
"3888",898,1
"3889",898,0
"3890",449,0
"3891",449,0
"3892",449,0
"3893",898,0
"3894",898,0
"3895",449,0
"3896",898,0
"3897",449,0
"3898",898,0
"3899",898,1
"3900",1797,1
"3901",898,0
"3902",1797,0
"3903",1347,0
"3904",898,1
"3905",1347,0
"3906",834,0
"3907",834,0
"3908",834,1
"3909",834,0
"3910",834,0
"3911",1252,0
"3912",2503,0
"3913",834,0
"3914",417,0
"3915",1252,0
"3916",417,0
"3917",834,0
"3918",417,1
"3919",1669,0
"3920",834,0
"3921",834,0
"3922",1252,1
"3923",1252,0
"3924",834,0
"3925",834,0
"3926",1268,0
"3927",1268,1
"3928",423,0
"3929",846,0
"3930",1268,1
"3931",846,0
"3932",423,0
"3933",846,0
"3934",846,0
"3935",1268,0
"3936",846,0
"3937",1691,1
"3938",1971,0
"3939",1183,0
"3940",788,0
"3941",1183,0
"3942",788,1
"3943",1301,1
"3944",867,0
"3945",867,1
"3946",867,0
"3947",867,0
"3948",824,0
"3949",412,0
"3950",824,0
"3951",824,1
"3952",796,0
"3953",398,0
"3954",398,1
"3955",1194,0
"3956",398,0
"3957",412,0
"3958",1237,0
"3959",1237,0
"3960",825,0
"3961",825,0
"3962",412,0
"3963",825,1
"3964",412,1
"3965",412,0
"3966",2061,0
"3967",1237,1
"3968",825,0
"3969",412,0
"3970",825,0
"3971",1237,0
"3972",825,0
"3973",825,0
"3974",2061,0
"3975",825,0
"3976",2093,0
"3977",837,1
"3978",837,0
"3979",837,0
"3980",2051,0
"3981",820,0
"3982",1641,1
"3983",820,0
"3984",820,0
"3985",822,1
"3986",1645,1
"3987",1234,0
"3988",822,0
"3989",417,1
"3990",417,1
"3991",1252,0
"3992",1669,0
"3993",2347,0
"3994",2347,0
"3995",1564,0
"3996",1564,0
"3997",2347,0
"3998",2201,0
"3999",2934,0
"4000",2201,0
"4001",1467,0
"4002",2007,0
"4003",2676,0
"4004",2007,0
"4005",1338,1
"4006",1101,0
"4007",1101,0
"4008",734,1
"4009",1101,0
"4010",734,0
"4011",901,1
"4012",901,1
"4013",451,0
"4014",1412,0
"4015",1412,0
"4016",1412,0
"4017",1412,1
"4018",706,0
"4019",355,0
"4020",1064,0
"4021",355,1
"4022",709,0
"4023",709,0
"4024",355,0
"4025",709,0
"4026",709,0
"4027",1064,1
"4028",1419,0
"4029",355,0
"4030",709,0
"4031",709,0
"4032",709,0
"4033",709,0
"4034",709,0
"4035",1064,1
"4036",709,1
"4037",456,0
"4038",1368,0
"4039",912,1
"4040",912,1
"4041",1825,1
"4042",912,0
"4043",912,0
"4044",1368,0
"4045",912,0
"4046",456,1
"4047",912,1
"4048",912,1
"4049",912,1
"4050",912,0
"4051",456,0
"4052",456,0
"4053",912,0
"4054",912,0
"4055",912,0
"4056",912,1
"4057",456,1
"4058",912,0
"4059",1691,1
"4060",845,0
"4061",845,0
"4062",845,0
"4063",423,0
"4064",1268,1
"4065",845,1
"4066",1268,0
"4067",845,0
"4068",845,0
"4069",845,0
"4070",845,1
"4071",2113,0
"4072",423,0
"4073",845,0
"4074",1268,0
"4075",1691,0
"4076",1268,0
"4077",845,0
"4078",845,1
"4079",417,0
"4080",377,0
"4081",754,1
"4082",377,0
"4083",377,0
"4084",754,0
"4085",1369,0
"4086",1369,0
"4087",913,0
"4088",913,1
"4089",929,0
"4090",929,1
"4091",1393,0
"4092",464,1
"4093",929,0
"4094",396,0
"4095",791,1
"4096",396,1
"4097",1187,0
"4098",1205,1
"4099",2811,0
"4100",803,1
"4101",402,0
"4102",803,0
"4103",780,1
"4104",1560,0
"4105",1560,1
"4106",1530,0
"4107",765,0
"4108",1148,0
"4109",383,0
"4110",765,0
"4111",772,0
"4112",2316,0
"4113",1544,1
"4114",1930,0
"4115",1134,0
"4116",1134,0
"4117",670,0
"4118",335,0
"4119",1006,0
"4120",1341,0
"4121",670,1
"4122",541,0
"4123",270,0
"4124",270,0
"4125",811,0
"4126",541,0
"4127",605,1
"4128",1211,1
"4129",303,0
"4130",681,0
"4131",681,0
"4132",681,1
"4133",681,1
"4134",2043,0
"4135",1219,0
"4136",1219,0
"4137",2437,0
"4138",1219,0
"4139",829,0
"4140",829,0
"4141",829,0
"4142",1243,0
"4143",1243,0
"4144",1428,1
"4145",357,0
"4146",714,0
"4147",714,0
"4148",1071,1
"4149",1564,0
"4150",2347,0
"4151",1564,0
"4152",1564,0
"4153",391,0
"4154",396,0
"4155",396,0
"4156",396,0
"4157",1188,0
"4158",792,1
"4159",452,0
"4160",904,0
"4161",2260,0
"4162",1356,0
"4163",904,0
"4164",2149,0
"4165",860,0
"4166",1719,1
"4167",860,1
"4168",1048,0
"4169",1572,0
"4170",524,0
"4171",524,0
"4172",1572,0
"4173",1282,0
"4174",855,1
"4175",855,0
"4176",1282,0
"4177",2137,0
"4178",493,0
"4179",986,0
"4180",986,0
"4181",1479,0
"4182",1972,1
"4183",1123,1
"4184",1123,0
"4185",1498,0
"4186",374,0
"4187",756,1
"4188",1135,0
"4189",756,0
"4190",1135,1
"4191",756,0
"4192",745,0
"4193",1489,0
"4194",1117,0
"4195",745,1
"4196",745,0
"4197",393,1
"4198",785,1
"4199",785,0
"4200",1570,0
"4201",393,0
"4202",667,1
"4203",334,0
"4204",1335,1
"4205",1001,0
"4206",334,0
"4207",725,0
"4208",725,0
"4209",1450,1
"4210",363,0
"4211",1088,0
"4212",850,1
"4213",425,0
"4214",850,0
"4215",850,1
"4216",1275,1
"4217",372,0
"4218",372,0
"4219",1487,1
"4220",744,1
"4221",1680,0
"4222",840,0
"4223",1680,1
"4224",840,1
"4225",420,0
"4226",462,1
"4227",2310,0
"4228",924,0
"4229",430,0
"4230",1719,1
"4231",418,0
"4232",836,1
"4233",1255,1
"4234",418,1
"4235",836,0
"4236",752,0
"4237",752,0
"4238",376,1
"4239",752,1
"4240",752,0
"4241",720,1
"4242",1080,0
"4243",720,1
"4244",360,0
"4245",1575,0
"4246",1575,0
"4247",787,1
"4248",394,0
"4249",472,0
"4250",472,0
"4251",1888,0
"4252",944,0
"4253",372,0
"4254",1115,0
"4255",1486,0
"4256",743,0
"4257",1115,0
"4258",2076,0
"4259",1661,1
"4260",1661,0
"4261",1246,0
"4262",415,0
"4263",351,0
"4264",701,1
"4265",351,0
"4266",351,0
"4267",887,0
"4268",887,1
"4269",1774,0
"4270",887,0
"4271",887,1
"4272",1639,0
"4273",410,1
"4274",820,0
"4275",820,0
"4276",1639,1
"4277",324,0
"4278",647,0
"4279",324,0
"4280",647,0
"4281",971,0
"4282",807,0
"4283",404,0
"4284",1211,0
"4285",1211,0
"4286",917,0
"4287",458,0
"4288",917,1
"4289",4126,1
"4290",1375,1
"4291",446,1
"4292",446,0
"4293",892,1
"4294",2231,1
"4295",892,1
"4296",1040,0
"4297",1040,0
"4298",693,0
"4299",693,0
"4300",1387,0
"4301",442,0
"4302",1268,0
"4303",846,1
"4304",846,0
"4305",846,0
"4306",423,1
"4307",1268,0
"4308",1550,0
"4309",775,0
"4310",775,0
"4311",387,0
"4312",387,1
"4313",775,0
"4314",775,0
"4315",1162,0
"4316",775,0
"4317",1162,0
"4318",775,1
"4319",387,0
"4320",775,1
"4321",2324,0
"4322",387,0
"4323",1162,0
"4324",775,0
"4325",775,0
"4326",775,0
"4327",817,1
"4328",1225,1
"4329",408,0
"4330",1969,1
"4331",1969,1
"4332",788,1
"4333",394,1
"4334",1181,0
"4335",1145,0
"4336",286,0
"4337",572,1
"4338",572,1
"4339",858,0
"4340",1644,0
"4341",1644,0
"4342",822,0
"4343",2466,0
"4344",1562,0
"4345",1171,1
"4346",1171,0
"4347",1171,1
"4348",2149,0
"4349",860,0
"4350",1099,0
"4351",1314,0
"4352",876,0
"4353",876,0
"4354",438,1
"4355",1314,1
"4356",1314,0
"4357",876,1
"4358",1314,0
"4359",1751,0
"4360",756,0
"4361",1134,1
"4362",2156,1
"4363",862,1
"4364",1293,1
"4365",1293,0
"4366",431,0
"4367",1240,0
"4368",413,0
"4369",826,1
"4370",826,0
"4371",2197,1
"4372",1648,0
"4373",1099,0
"4374",1648,0
"4375",1099,0
"4376",1648,0
"4377",1099,1
"4378",1099,0
"4379",1099,0
"4380",1099,0
"4381",549,0
"4382",1099,0
"4383",1099,0
"4384",549,1
"4385",2197,0
"4386",549,1
"4387",549,1
"4388",1648,1
"4389",549,0
"4390",584,0
"4391",517,1
"4392",517,1
"4393",517,0
"4394",517,0
"4395",1124,0
"4396",1124,0
"4397",1687,0
"4398",562,1
"4399",1669,0
"4400",876,1
"4401",876,0
"4402",1751,0
"4403",438,0
"4404",1314,0
"4405",1314,0
"4406",876,0
"4407",1314,0
"4408",876,0
"4409",438,0
"4410",2189,0
"4411",1325,0
"4412",442,1
"4413",883,0
"4414",292,1
"4415",876,1
"4416",1168,1
"4417",834,0
"4418",1325,0
"4419",834,0
"4420",834,1
"4421",624,0
"4422",936,1
"4423",936,0
"4424",624,1
"4425",936,0
"4426",624,1
"4427",312,0
"4428",624,0
"4429",312,0
"4430",990,1
"4431",1651,0
"4432",990,1
"4433",330,0
"4434",330,0
"4435",330,1
"4436",1651,0
"4437",1981,1
"4438",330,0
"4439",330,0
"4440",624,1
"4441",624,1
"4442",624,1
"4443",330,0
"4444",1321,1
"4445",660,0
"4446",660,0
"4447",373,1
"4448",747,0
"4449",747,0
"4450",747,1
"4451",373,0
"4452",1867,1
"4453",1120,0
"4454",747,0
"4455",1120,0
"4456",373,0
"4457",747,0
"4458",1120,0
"4459",1120,1
"4460",747,0
"4461",747,0
"4462",1120,1
"4463",1120,0
"4464",373,1
"4465",816,0
"4466",816,0
"4467",816,0
"4468",408,0
"4469",4487,0
"4470",816,0
"4471",408,0
"4472",1224,0
"4473",816,0
"4474",816,0
"4475",1632,1
"4476",1224,0
"4477",816,0
"4478",408,0
"4479",816,0
"4480",1632,0
"4481",990,1
"4482",660,1
"4483",2040,0
"4484",2040,0
"4485",312,0
"4486",312,0
"4487",624,1
"4488",312,0
"4489",312,0
"4490",624,1
"4491",624,1
"4492",2040,0
"4493",408,1
"4494",2159,0
"4495",432,0
"4496",1295,0
"4497",864,1
"4498",864,0
"4499",864,0
"4500",1727,0
"4501",1727,0
"4502",1028,0
"4503",343,0
"4504",685,0
"4505",1028,0
"4506",685,0
"4507",685,0
"4508",1727,0
"4509",432,0
"4510",685,1
"4511",2056,0
"4512",2742,0
"4513",685,0
"4514",685,0
"4515",343,0
"4516",1371,0
"4517",343,1
"4518",1371,1
"4519",343,0
"4520",1028,1
"4521",343,0
"4522",1028,0
"4523",1295,1
"4524",3455,1
"4525",1295,0
"4526",1295,0
"4527",1295,0
"4528",432,0
"4529",864,1
"4530",1295,0
"4531",2159,0
"4532",1568,1
"4533",1045,0
"4534",523,0
"4535",1568,0
"4536",1045,1
"4537",1045,0
"4538",523,0
"4539",1045,0
"4540",1568,0
"4541",1045,0
"4542",523,0
"4543",1045,0
"4544",523,0
"4545",1045,1
"4546",1045,1
"4547",523,0
"4548",1045,1
"4549",1045,0
"4550",1045,0
"4551",117,0
"4552",117,0
"4553",352,1
"4554",235,0
"4555",235,0
"4556",260,0
"4557",433,0
"4558",433,1
"4559",160,0
"4560",160,0
"4561",400,0
"4562",89,0
"4563",179,1
"4564",268,0
"4565",89,0
"4566",79,0
"4567",472,0
"4568",315,0
"4569",157,0
"4570",152,1
"4571",227,0
"4572",303,0
"4573",76,0
"4574",244,0
"4575",186,0
"4576",124,0
"4577",62,0
"4578",147,0
"4579",74,0
"4580",221,0
"4581",147,0
"4582",74,0
"4583",74,0
"4584",89,0
"4585",178,0
"4586",267,0
"4587",357,1
"4588",178,0
"4589",169,1
"4590",169,0
"4591",253,1
"4592",253,1
"4593",146,1
"4594",220,0
"4595",146,0
"4596",226,0
"4597",452,0
"4598",113,1
"4599",226,1
"4600",148,0
"4601",148,1
"4602",148,0
"4603",74,1
"4604",76,0
"4605",228,0
"4606",76,0
"4607",152,0
"4608",143,0
"4609",72,0
"4610",287,1
"4611",215,0
"4612",72,1
"4613",76,1
"4614",153,1
"4615",305,1
"4616",140,0
"4617",280,1
"4618",280,0
"4619",140,0
"4620",280,0
"4621",382,1
"4622",153,1
"4623",229,0
"4624",153,1
"4625",182,0
"4626",182,0
"4627",91,0
"4628",91,0
"4629",134,0
"4630",134,0
"4631",134,0
"4632",202,0
"4633",93,0
"4634",187,1
"4635",150,1
"4636",150,0
"4637",301,0
"4638",301,1
"4639",150,1
"4640",82,0
"4641",82,1
"4642",165,0
"4643",163,0
"4644",163,0
"4645",163,0
"4646",245,1
"4647",245,1
"4648",73,0
"4649",73,0
"4650",292,0
"4651",68,0
"4652",68,0
"4653",204,0
"4654",204,1
"4655",136,0
"4656",217,0
"4657",72,1
"4658",145,0
"4659",289,1
"4660",223,0
"4661",74,0
"4662",74,0
"4663",297,1
"4664",297,0
"4665",339,0
"4666",255,0
"4667",85,1
"4668",170,0
"4669",73,0
"4670",220,1
"4671",147,0
"4672",147,1
"4673",73,0
"4674",63,0
"4675",63,0
"4676",126,1
"4677",189,0
"4678",161,0
"4679",322,0
"4680",81,0
"4681",81,0
"4682",209,0
"4683",209,1
"4684",523,0
"4685",418,0
"4686",181,0
"4687",91,0
"4688",91,1
"4689",589,1
"4690",236,0
"4691",707,1
"4692",232,0
"4693",232,0
"4694",155,0
"4695",232,0
"4696",215,0
"4697",429,1
"4698",72,0
"4699",215,1
"4700",273,0
"4701",429,1
"4702",107,0
"4703",321,0
"4704",214,1
"4705",92,1
"4706",184,0
"4707",276,0
"4708",184,1
"4709",184,1
"4710",249,0
"4711",166,0
"4712",249,1
"4713",166,1
"4714",169,1
"4715",169,0
"4716",79,0
"4717",158,0
"4718",158,0
"4719",158,0
"4720",315,0
"4721",51,1
"4722",103,0
"4723",51,1
"4724",103,1
"4725",76,0
"4726",302,1
"4727",151,0
"4728",76,1
"4729",76,0
"4730",163,0
"4731",163,1
"4732",163,0
"4733",245,1
"4734",245,0
"4735",97,1
"4736",292,1
"4737",97,0
"4738",97,0
"4739",97,0
"4740",95,0
"4741",190,0
"4742",95,1
"4743",95,0
"4744",78,1
"4745",155,0
"4746",272,0
"4747",181,0
"4748",108,0
"4749",430,0
"4750",108,0
"4751",108,1
"4752",144,0
"4753",72,0
"4754",144,0
"4755",144,0
"4756",121,0
"4757",60,0
"4758",121,0
"4759",111,0
"4760",111,0
"4761",167,0
"4762",111,0
"4763",56,0
"4764",179,0
"4765",179,0
"4766",78,1
"4767",155,0
"4768",78,0
"4769",149,0
"4770",149,1
"4771",224,1
"4772",149,0
"4773",233,0
"4774",78,0
"4775",233,0
"4776",389,1
"4777",158,1
"4778",158,1
"4779",236,1
"4780",251,0
"4781",126,0
"4782",503,1
"4783",126,0
"4784",230,0
"4785",115,1
"4786",115,0
"4787",346,1
"4788",346,0
"4789",278,0
"4790",417,0
"4791",278,1
"4792",139,0
"4793",278,1
"4794",129,0
"4795",258,0
"4796",258,0
"4797",129,0
"4798",258,0
"4799",258,0
"4800",72,1
"4801",216,0
"4802",216,0
"4803",72,1
"4804",144,0
"4805",148,0
"4806",148,0
"4807",74,0
"4808",148,0
"4809",223,1
"4810",78,0
"4811",233,1
"4812",233,0
"4813",233,0
"4814",323,0
"4815",242,1
"4816",81,1
"4817",242,0
"4818",162,1
"4819",224,0
"4820",149,0
"4821",75,1
"4822",149,0
"4823",76,1
"4824",76,1
"4825",76,0
"4826",305,0
"4827",76,1
"4828",153,1
"4829",341,0
"4830",171,0
"4831",341,0
"4832",171,0
"4833",163,1
"4834",245,0
"4835",163,0
"4836",326,0
"4837",163,0
"4838",225,0
"4839",150,1
"4840",150,0
"4841",150,1
"4842",157,0
"4843",157,1
"4844",79,1
"4845",470,0
"4846",313,0
"4847",157,0
"4848",157,0
"4849",235,0
"4850",297,0
"4851",223,1
"4852",297,1
"4853",148,0
"4854",148,0
"4855",233,0
"4856",78,0
"4857",155,0
"4858",311,1
"4859",450,0
"4860",270,0
"4861",180,1
"4862",180,1
"4863",90,0
"4864",123,0
"4865",123,0
"4866",123,0
"4867",123,1
"4868",123,1
"4869",160,0
"4870",160,0
"4871",160,0
"4872",80,0
"4873",160,0
"4874",80,0
"4875",160,0
"4876",160,0
"4877",160,0
"4878",174,0
"4879",174,0
"4880",174,0
"4881",174,1
"4882",262,0
"4883",152,0
"4884",152,0
"4885",229,0
"4886",76,0
"4887",76,1
"4888",71,0
"4889",212,0
"4890",71,0
"4891",212,1
"4892",283,0
"4893",68,0
"4894",272,1
"4895",136,1
"4896",68,0
"4897",68,0
"4898",68,0
"4899",270,0
"4900",270,0
"4901",135,0
"4902",270,0
"4903",256,0
"4904",256,0
"4905",256,1
"4906",256,0
"4907",256,0
"4908",185,0
"4909",185,0
"4910",93,0
"4911",93,0
"4912",93,0
"4913",305,1
"4914",153,1
"4915",153,0
"4916",153,0
"4917",153,0
"4918",85,0
"4919",341,0
"4920",85,1
"4921",170,0
"4922",256,0
"4923",272,0
"4924",68,0
"4925",68,0
"4926",204,0
"4927",68,1
"4928",175,1
"4929",263,1
"4930",263,0
"4931",263,0
"4932",175,0
"4933",235,0
"4934",156,0
"4935",156,1
"4936",156,1
"4937",235,0
"4938",275,0
"4939",412,0
"4940",137,0
"4941",137,0
"4942",550,0
"4943",529,1
"4944",132,0
"4945",265,0
"4946",397,1
"4947",529,1
"4948",794,1
"4949",315,0
"4950",236,0
"4951",157,0
"4952",79,1
"4953",236,0
"4954",75,0
"4955",75,0
"4956",75,0
"4957",298,0
"4958",306,0
"4959",153,0
"4960",153,0
"4961",153,0
"4962",153,0
"4963",217,1
"4964",145,0
"4965",145,0
"4966",145,1
"4967",72,1
"4968",273,0
"4969",273,1
"4970",273,0
"4971",273,1
"4972",273,0
"4973",137,0
"4974",162,0
"4975",81,1
"4976",81,0
"4977",242,0
"4978",168,0
"4979",168,0
"4980",84,0
"4981",172,0
"4982",258,1
"4983",343,0
"4984",172,1
"4985",172,0
"4986",326,0
"4987",82,0
"4988",163,1
"4989",326,1
"4990",408,0
"4991",521,0
"4992",521,0
"4993",174,0
"4994",434,0
"4995",157,0
"4996",79,0
"4997",79,1
"4998",79,0
"4999",236,0
"5000",153,0
"5001",77,0
"5002",230,1
"5003",306,1
"5004",230,0
"5005",299,1
"5006",225,0
"5007",150,0
"5008",225,1
"5009",168,0
"5010",168,0
"5011",84,1
"5012",84,1
"5013",84,0
"5014",84,0
"5015",84,0
"5016",337,0
"5017",357,1
"5018",357,1
"5019",178,1
"5020",89,1
"5021",178,0
"5022",89,0
"5023",82,0
"5024",327,0
"5025",163,1
"5026",245,1
"5027",245,0
"5028",247,1
"5029",247,1
"5030",247,0
"5031",247,1
"5032",247,0
"5033",281,0
"5034",281,0
"5035",281,0
"5036",422,1
"5037",242,0
"5038",323,0
"5039",242,0
"5040",222,0
"5041",148,1
"5042",74,0
"5043",149,0
"5044",149,0
"5045",149,0
"5046",75,0
"5047",373,1
"5048",384,0
"5049",256,0
"5050",384,0
"5051",256,0
"5052",256,0
"5053",116,0
"5054",233,1
"5055",582,0
"5056",233,0
"5057",349,0
"5058",286,1
"5059",286,0
"5060",429,0
"5061",286,0
"5062",286,0
"5063",567,0
"5064",378,0
"5065",378,0
"5066",189,1
"5067",378,0
"5068",189,0
"5069",276,0
"5070",690,0
"5071",276,1
"5072",414,0
"5073",258,1
"5074",86,0
"5075",172,0
"5076",258,0
"5077",258,0
"5078",226,0
"5079",75,0
"5080",377,0
"5081",75,0
"5082",275,1
"5083",183,0
"5084",92,0
"5085",92,0
"5086",171,1
"5087",171,1
"5088",256,0
"5089",360,0
"5090",180,0
"5091",90,0
"5092",270,1
"5093",236,0
"5094",79,0
"5095",79,0
"5096",240,1
"5097",160,0
"5098",80,0
"5099",80,1
"5100",80,0
"5101",170,0
"5102",255,0
"5103",255,0
"5104",170,0
"5105",170,0
"5106",85,0
"5107",254,0
"5108",508,0
"5109",169,1
"5110",254,0
"5111",175,0
"5112",87,1
"5113",175,0
"5114",175,0
"5115",260,0
"5116",174,1
"5117",87,0
"5118",260,0
"5119",192,0
"5120",96,1
"5121",192,0
"5122",93,0
"5123",93,0
"5124",279,0
"5125",279,0
"5126",279,1
"5127",172,0
"5128",172,0
"5129",344,0
"5130",86,0
"5131",345,0
"5132",230,0
"5133",230,0
"5134",230,0
"5135",230,0
"5136",90,0
"5137",90,0
"5138",180,0
"5139",180,1
"5140",360,0
"5141",360,0
"5142",168,0
"5143",84,0
"5144",252,0
"5145",84,0
"5146",168,0
"5147",188,0
"5148",94,0
"5149",184,1
"5150",184,1
"5151",367,0
"5152",211,0
"5153",70,0
"5154",70,0
"5155",140,1
"5156",211,0
"5157",77,0
"5158",155,0
"5159",232,0
"5160",155,0
"5161",155,0
"5162",151,0
"5163",151,0
"5164",453,0
"5165",151,1
"5166",151,1
"5167",90,0
"5168",180,0
"5169",180,0
"5170",270,0
"5171",83,0
"5172",166,0
"5173",166,0
"5174",249,0
"5175",333,0
"5176",115,0
"5177",115,0
"5178",172,0
"5179",115,1
"5180",252,0
"5181",631,0
"5182",126,0
"5183",504,0
"5184",378,0
"5185",380,0
"5186",253,1
"5187",127,0
"5188",127,0
"5189",537,0
"5190",179,0
"5191",1074,0
"5192",358,0
"5193",229,0
"5194",229,0
"5195",153,0
"5196",229,0
"5197",229,0
"5198",169,1
"5199",254,0
"5200",85,1
"5201",85,1
"5202",169,0
"5203",317,0
"5204",238,0
"5205",158,1
"5206",317,0
"5207",238,0
"5208",297,0
"5209",297,1
"5210",149,0
"5211",297,0
"5212",594,0
"5213",148,1
"5214",148,0
"5215",295,0
"5216",221,0
"5217",141,0
"5218",70,0
"5219",141,1
"5220",141,0
"5221",154,0
"5222",231,0
"5223",231,0
"5224",154,0
"5225",77,0
"5226",282,0
"5227",564,0
"5228",282,0
"5229",282,0
"5230",282,0
"5231",246,0
"5232",246,1
"5233",164,0
"5234",82,0
"5235",297,0
"5236",99,0
"5237",198,1
"5238",297,0
"5239",297,0
"5240",565,0
"5241",282,0
"5242",282,0
"5243",282,0
"5244",434,0
"5245",434,0
"5246",868,0
"5247",289,0
"5248",289,0
"5249",289,0
"5250",145,0
"5251",259,1
"5252",519,0
"5253",259,1
"5254",519,1
"5255",778,0
"5256",139,0
"5257",70,0
"5258",139,0
"5259",89,0
"5260",178,0
"5261",446,1
"5262",357,0
"5263",178,0
"5264",154,0
"5265",230,0
"5266",154,0
"5267",230,0
"5268",77,0
"5269",165,0
"5270",165,0
"5271",165,0
"5272",329,1
"5273",165,0
"5274",308,0
"5275",308,0
"5276",462,0
"5277",308,0
"5278",308,0
"5279",100,0
"5280",100,0
"5281",200,1
"5282",301,0
"5283",299,1
"5284",299,0
"5285",199,0
"5286",100,1
"5287",199,0
"5288",199,1
"5289",99,0
"5290",154,0
"5291",77,1
"5292",154,0
"5293",154,0
"5294",159,0
"5295",159,0
"5296",159,0
"5297",159,1
"5298",209,0
"5299",522,0
"5300",209,0
"5301",313,1
"5302",86,1
"5303",172,0
"5304",86,0
"5305",172,0
"5306",258,0
"5307",274,0
"5308",410,1
"5309",274,1
"5310",137,1
"5311",410,0
"5312",213,0
"5313",142,1
"5314",142,0
"5315",71,0
"5316",142,0
"5317",174,0
"5318",261,1
"5319",261,0
"5320",87,0
"5321",174,0
"5322",249,0
"5323",331,0
"5324",166,0
"5325",166,0
"5326",166,0
"5327",273,1
"5328",182,0
"5329",547,1
"5330",364,0
"5331",91,0
"5332",236,1
"5333",157,1
"5334",79,0
"5335",236,1
"5336",236,0
"5337",149,0
"5338",149,0
"5339",149,1
"5340",223,0
"5341",149,0
"5342",192,0
"5343",96,1
"5344",192,0
"5345",96,1
"5346",192,0
"5347",275,0
"5348",183,0
"5349",275,0
"5350",183,0
"5351",92,0
"5352",160,0
"5353",80,0
"5354",160,0
"5355",160,1
"5356",160,1
"5357",164,1
"5358",164,1
"5359",164,0
"5360",164,0
"5361",238,0
"5362",158,1
"5363",158,0
"5364",158,0
"5365",158,0
"5366",76,0
"5367",152,0
"5368",152,0
"5369",152,0
"5370",304,0
"5371",141,0
"5372",70,0
"5373",70,0
"5374",70,1
"5375",141,1
"5376",213,0
"5377",142,1
"5378",213,0
"5379",71,0
"5380",142,0
"5381",217,0
"5382",433,0
"5383",433,0
"5384",217,0
"5385",217,0
"5386",490,0
"5387",245,0
"5388",490,0
"5389",490,0
"5390",490,0
"5391",218,0
"5392",145,1
"5393",218,0
"5394",73,1
"5395",83,0
"5396",165,0
"5397",83,0
"5398",83,0
"5399",248,0
"5400",263,0
"5401",394,0
"5402",525,0
"5403",131,0
"5404",232,1
"5405",232,0
"5406",232,0
"5407",349,0
"5408",396,0
"5409",264,0
"5410",264,1
"5411",264,0
"5412",132,0
"5413",112,0
"5414",336,0
"5415",224,0
"5416",224,1
"5417",243,0
"5418",243,1
"5419",243,1
"5420",243,0
"5421",121,1
"5422",157,0
"5423",235,0
"5424",157,0
"5425",152,0
"5426",76,0
"5427",228,0
"5428",228,0
"5429",233,0
"5430",155,0
"5431",155,0
"5432",155,0
"5433",78,0
"5434",187,1
"5435",187,1
"5436",187,0
"5437",187,1
"5438",280,0
"5439",234,1
"5440",234,0
"5441",156,1
"5442",245,1
"5443",245,0
"5444",122,1
"5445",245,1
"5446",200,0
"5447",200,1
"5448",200,0
"5449",601,0
"5450",300,0
"5451",403,0
"5452",403,0
"5453",403,0
"5454",202,1
"5455",292,0
"5456",146,1
"5457",292,1
